"age","job","marital","education","balance","housing","loan","day","month","duration","previous","poutcome","y"
43,"management","married","tertiary",348,"no","yes",15,"jul",88,0,"unknown","no"
25,"self-employed","single","tertiary",453,"yes","no",17,"jul",134,0,"unknown","no"
55,"admin.","married","secondary",1102,"yes","no",15,"may",126,0,"unknown","no"
24,"admin.","single","secondary",926,"yes","yes",15,"may",191,0,"unknown","no"
40,"management","divorced","tertiary",502,"yes","no",3,"feb",267,3,"other","no"
38,"management","single","tertiary",8669,"yes","no",20,"apr",5,6,"failure","no"
48,"blue-collar","single","primary",316,"no","no",5,"jun",560,0,"unknown","no"
36,"management","married","tertiary",9324,"yes","no",30,"mar",138,0,"unknown","no"
57,"management","married","tertiary",0,"no","no",19,"aug",188,0,"unknown","no"
45,"admin.","married","secondary",72,"yes","yes",15,"may",262,2,"failure","no"
33,"self-employed","single","tertiary",61,"no","no",19,"aug",836,0,"unknown","yes"
38,"technician","single","secondary",173,"no","no",29,"aug",150,0,"unknown","no"
26,"services","single","secondary",-162,"yes","no",15,"may",44,0,"unknown","no"
30,"management","single","tertiary",47,"no","yes",31,"jul",11,0,"unknown","no"
55,"services","divorced","tertiary",1983,"yes","no",19,"nov",123,0,"unknown","no"
34,"blue-collar","married","secondary",326,"yes","yes",15,"may",150,0,"unknown","no"
60,"admin.","married","secondary",2552,"no","yes",30,"jan",255,4,"other","no"
36,"management","single","tertiary",1283,"no","no",18,"aug",92,0,"unknown","no"
65,"housemaid","married","primary",2179,"yes","no",4,"sep",112,0,"unknown","no"
39,"self-employed","married","tertiary",1047,"no","no",6,"jun",554,0,"unknown","yes"
52,"blue-collar","married","primary",36,"no","no",13,"aug",109,0,"unknown","no"
55,"technician","married","secondary",-308,"no","no",2,"feb",781,0,"unknown","yes"
26,"management","single","tertiary",1177,"no","no",19,"oct",116,0,"unknown","no"
40,"self-employed","married","primary",2077,"yes","no",13,"may",363,24,"other","no"
52,"entrepreneur","married","secondary",0,"no","no",7,"aug",82,0,"unknown","no"
29,"self-employed","married","tertiary",1,"no","no",18,"jul",167,0,"unknown","no"
41,"blue-collar","married","primary",7735,"yes","no",20,"nov",220,1,"failure","no"
30,"technician","single","tertiary",1922,"yes","no",18,"may",546,0,"unknown","no"
28,"student","single","secondary",153,"no","no",23,"jul",1124,0,"unknown","yes"
26,"blue-collar","married","secondary",2770,"yes","no",8,"may",141,0,"unknown","no"
58,"management","married","secondary",139,"no","no",27,"may",188,2,"other","no"
29,"management","single","tertiary",21,"yes","no",14,"may",107,3,"failure","no"
48,"technician","married","secondary",178,"yes","no",17,"jun",320,0,"unknown","no"
35,"blue-collar","married","secondary",444,"yes","no",15,"apr",244,0,"unknown","no"
26,"services","single","secondary",209,"yes","no",22,"jul",319,0,"unknown","no"
49,"blue-collar","married","unknown",3096,"no","no",16,"jun",147,0,"unknown","no"
34,"admin.","married","secondary",5320,"no","no",3,"mar",114,5,"other","no"
32,"services","married","secondary",4885,"yes","yes",18,"nov",400,0,"unknown","no"
31,"admin.","married","secondary",0,"yes","yes",18,"nov",79,0,"unknown","no"
48,"unemployed","married","primary",5462,"no","no",6,"jun",29,0,"unknown","no"
40,"blue-collar","married","secondary",6767,"yes","no",20,"nov",97,0,"unknown","no"
42,"technician","divorced","secondary",2974,"yes","no",21,"may",187,0,"unknown","no"
48,"technician","married","secondary",427,"no","no",14,"may",201,0,"unknown","no"
38,"services","married","secondary",8876,"no","no",2,"feb",280,1,"failure","no"
53,"management","married","tertiary",146,"no","no",30,"may",150,0,"unknown","no"
59,"retired","divorced","secondary",319,"no","no",24,"jul",129,0,"unknown","no"
28,"unemployed","single","secondary",304,"no","no",14,"jun",516,0,"unknown","no"
41,"blue-collar","married","primary",389,"yes","no",16,"jun",127,0,"unknown","no"
50,"management","single","primary",766,"no","no",17,"jun",174,0,"unknown","no"
31,"admin.","married","secondary",0,"yes","no",29,"jul",82,0,"unknown","no"
30,"technician","single","secondary",3107,"yes","no",3,"jun",1516,0,"unknown","no"
59,"admin.","divorced","secondary",174,"yes","no",16,"may",204,0,"unknown","no"
33,"technician","divorced","secondary",-305,"no","yes",9,"may",109,0,"unknown","no"
35,"self-employed","married","secondary",670,"no","no",9,"jul",378,0,"unknown","no"
30,"management","single","tertiary",6164,"yes","no",27,"may",152,0,"unknown","no"
71,"retired","married","secondary",2850,"no","no",17,"feb",185,0,"unknown","yes"
30,"services","single","primary",79,"yes","no",15,"may",317,0,"unknown","no"
24,"services","married","secondary",110,"yes","no",23,"may",27,0,"unknown","no"
34,"technician","single","secondary",5039,"no","no",20,"nov",205,0,"unknown","no"
34,"blue-collar","married","secondary",360,"yes","no",19,"nov",46,2,"failure","no"
52,"admin.","married","secondary",199,"no","no",28,"jan",978,1,"other","no"
33,"self-employed","single","secondary",238,"yes","yes",5,"feb",45,0,"unknown","no"
38,"blue-collar","married","secondary",5092,"yes","no",17,"jun",145,0,"unknown","no"
41,"admin.","divorced","secondary",1088,"yes","no",28,"jan",138,0,"unknown","no"
42,"management","divorced","tertiary",221,"yes","no",7,"may",720,0,"unknown","no"
38,"blue-collar","divorced","secondary",889,"no","yes",18,"jun",362,0,"unknown","no"
48,"blue-collar","married","primary",750,"yes","no",18,"may",90,0,"unknown","no"
34,"technician","single","secondary",0,"yes","yes",16,"may",214,0,"unknown","no"
46,"blue-collar","married","primary",1291,"yes","no",14,"may",142,17,"failure","no"
33,"technician","married","secondary",1844,"yes","no",29,"may",241,0,"unknown","no"
40,"management","married","tertiary",89,"yes","yes",9,"feb",148,0,"unknown","no"
36,"admin.","married","secondary",4280,"no","no",19,"jun",227,0,"unknown","no"
32,"technician","single","secondary",0,"no","no",21,"aug",126,0,"unknown","no"
33,"blue-collar","married","secondary",625,"yes","no",28,"may",410,0,"unknown","no"
55,"technician","married","unknown",574,"yes","no",29,"jan",243,0,"unknown","no"
58,"management","married","primary",320,"yes","no",30,"may",171,0,"unknown","no"
25,"technician","single","tertiary",468,"yes","no",15,"may",147,0,"unknown","no"
47,"services","married","secondary",440,"yes","no",12,"jun",91,0,"unknown","no"
40,"unemployed","married","secondary",0,"yes","no",19,"nov",332,1,"failure","no"
59,"retired","married","secondary",5706,"yes","no",25,"jul",471,0,"unknown","no"
40,"management","married","tertiary",7780,"no","no",4,"may",364,1,"other","no"
30,"management","married","secondary",-559,"yes","yes",7,"may",98,2,"failure","no"
25,"entrepreneur","single","tertiary",16874,"yes","yes",15,"may",117,0,"unknown","no"
58,"retired","married","primary",1987,"no","no",14,"jul",185,0,"unknown","no"
39,"entrepreneur","married","unknown",98,"yes","no",15,"may",59,1,"other","no"
40,"self-employed","married","tertiary",642,"no","no",18,"nov",147,0,"unknown","no"
38,"blue-collar","married","secondary",526,"yes","yes",23,"may",553,0,"unknown","no"
66,"management","single","tertiary",6483,"no","no",13,"aug",275,0,"unknown","no"
47,"management","married","tertiary",2306,"no","no",6,"aug",239,0,"unknown","yes"
37,"blue-collar","married","secondary",954,"yes","no",2,"jun",402,0,"unknown","no"
36,"management","single","tertiary",-679,"yes","yes",7,"may",172,1,"failure","no"
50,"blue-collar","married","primary",-1,"no","no",19,"aug",195,0,"unknown","no"
76,"retired","married","primary",2590,"no","no",9,"feb",68,0,"unknown","no"
58,"management","single","tertiary",331,"no","yes",28,"jul",82,0,"unknown","no"
42,"admin.","married","secondary",4209,"yes","no",5,"jun",57,0,"unknown","no"
58,"services","divorced","secondary",462,"no","no",13,"nov",495,1,"success","yes"
28,"self-employed","single","tertiary",0,"yes","no",21,"jul",479,0,"unknown","no"
41,"technician","married","secondary",0,"no","no",29,"aug",141,0,"unknown","no"
30,"management","married","tertiary",151,"no","no",19,"aug",82,0,"unknown","no"
32,"management","divorced","tertiary",883,"yes","no",10,"dec",798,5,"other","yes"
27,"services","single","secondary",266,"no","yes",7,"jul",232,0,"unknown","no"
48,"management","married","tertiary",0,"no","no",26,"aug",60,0,"unknown","no"
36,"technician","married","tertiary",491,"yes","no",8,"may",103,0,"unknown","no"
54,"management","married","tertiary",3,"no","yes",8,"jul",443,0,"unknown","no"
36,"blue-collar","married","secondary",198,"yes","no",9,"may",400,0,"unknown","no"
52,"housemaid","married","secondary",14363,"no","no",5,"jun",132,0,"unknown","no"
34,"technician","divorced","secondary",0,"yes","yes",18,"aug",374,0,"unknown","no"
43,"technician","married","secondary",136,"no","no",25,"aug",363,0,"unknown","yes"
32,"management","single","tertiary",28,"no","no",8,"aug",111,0,"unknown","no"
33,"management","single","tertiary",335,"no","no",29,"aug",130,0,"unknown","no"
51,"housemaid","married","unknown",174,"no","no",29,"jul",308,0,"unknown","no"
39,"unemployed","married","secondary",270,"yes","no",3,"jun",116,0,"unknown","no"
44,"management","single","tertiary",1206,"no","no",9,"jul",160,0,"unknown","no"
49,"housemaid","divorced","primary",198,"yes","no",13,"may",205,0,"unknown","no"
25,"technician","married","tertiary",914,"yes","no",12,"may",185,0,"unknown","no"
39,"self-employed","married","secondary",31,"yes","no",20,"nov",61,4,"failure","no"
54,"technician","married","secondary",0,"no","no",14,"aug",159,6,"success","no"
32,"management","single","tertiary",347,"yes","no",18,"may",213,6,"failure","no"
36,"management","married","tertiary",860,"yes","no",20,"may",294,0,"unknown","no"
54,"technician","married","secondary",89,"yes","no",10,"jul",140,0,"unknown","no"
31,"technician","married","secondary",0,"yes","yes",28,"jan",71,9,"other","no"
45,"services","married","secondary",0,"no","yes",8,"jul",47,0,"unknown","no"
31,"admin.","single","secondary",68,"yes","no",16,"apr",570,0,"unknown","no"
45,"technician","married","secondary",-149,"yes","no",14,"jul",287,0,"unknown","no"
33,"services","divorced","secondary",2411,"yes","no",23,"oct",130,1,"failure","yes"
46,"management","divorced","tertiary",225,"yes","no",14,"may",201,1,"other","no"
43,"unknown","single","tertiary",2731,"no","no",21,"nov",11,0,"unknown","no"
50,"management","married","tertiary",112,"yes","no",4,"nov",70,5,"other","no"
44,"management","divorced","tertiary",0,"no","no",22,"aug",54,0,"unknown","no"
42,"services","married","secondary",3620,"yes","no",27,"may",22,0,"unknown","no"
26,"blue-collar","single","secondary",179,"no","no",30,"jul",103,0,"unknown","no"
47,"admin.","single","secondary",1544,"yes","no",6,"apr",104,1,"failure","no"
48,"blue-collar","married","primary",199,"no","no",18,"aug",29,0,"unknown","no"
60,"blue-collar","married","unknown",231,"yes","no",12,"may",57,0,"unknown","no"
27,"admin.","divorced","secondary",76,"yes","no",4,"jun",236,0,"unknown","no"
30,"unemployed","single","tertiary",302,"no","no",11,"feb",528,0,"unknown","yes"
28,"admin.","single","secondary",189,"yes","no",31,"jul",68,0,"unknown","no"
58,"retired","married","primary",565,"no","no",7,"jul",876,0,"unknown","yes"
37,"entrepreneur","married","tertiary",310,"no","no",1,"sep",76,0,"unknown","no"
36,"services","married","secondary",1746,"yes","no",26,"may",99,0,"unknown","no"
39,"technician","married","secondary",6,"yes","no",18,"may",122,4,"failure","no"
52,"unemployed","married","primary",-110,"no","yes",29,"jan",141,0,"unknown","no"
55,"retired","married","secondary",2749,"yes","yes",29,"may",58,0,"unknown","no"
30,"management","single","tertiary",6495,"no","no",30,"mar",78,0,"unknown","no"
36,"blue-collar","single","secondary",35,"yes","no",3,"jun",435,0,"unknown","no"
39,"admin.","married","secondary",-650,"no","no",15,"may",123,1,"failure","no"
47,"blue-collar","married","primary",292,"no","yes",28,"jul",210,0,"unknown","no"
42,"housemaid","single","primary",5774,"yes","no",15,"may",54,0,"unknown","no"
42,"management","married","secondary",2416,"yes","no",20,"may",138,0,"unknown","no"
58,"retired","married","secondary",35,"no","no",29,"jul",336,0,"unknown","no"
68,"retired","married","secondary",19317,"yes","no",4,"aug",249,0,"unknown","yes"
43,"technician","married","secondary",50,"no","no",28,"may",63,0,"unknown","no"
44,"blue-collar","married","secondary",-674,"yes","no",5,"may",257,0,"unknown","no"
49,"technician","married","tertiary",3726,"no","no",5,"aug",875,0,"unknown","yes"
57,"retired","married","tertiary",1180,"yes","yes",14,"may",191,0,"unknown","no"
61,"self-employed","divorced","tertiary",6610,"no","no",24,"feb",481,0,"unknown","yes"
36,"admin.","single","secondary",319,"yes","no",18,"may",120,0,"unknown","no"
31,"blue-collar","married","secondary",1545,"yes","yes",13,"may",207,0,"unknown","no"
51,"technician","married","tertiary",1315,"no","no",5,"jun",303,0,"unknown","no"
31,"technician","single","tertiary",424,"no","no",21,"aug",93,0,"unknown","no"
56,"blue-collar","married","primary",151,"no","no",3,"feb",128,0,"unknown","no"
30,"technician","single","tertiary",-970,"no","yes",21,"aug",194,0,"unknown","no"
38,"services","married","secondary",-762,"yes","yes",30,"may",408,0,"unknown","no"
35,"services","married","secondary",181,"yes","no",31,"jul",5,0,"unknown","no"
31,"blue-collar","married","unknown",-120,"yes","no",17,"jul",231,0,"unknown","no"
39,"admin.","divorced","secondary",1022,"yes","no",20,"jun",20,0,"unknown","no"
50,"management","married","tertiary",78,"yes","no",14,"jan",218,9,"other","no"
39,"technician","married","tertiary",209,"no","no",23,"jul",36,0,"unknown","no"
26,"admin.","married","secondary",2469,"no","no",16,"jul",136,0,"unknown","no"
55,"technician","married","secondary",0,"no","no",19,"nov",336,0,"unknown","no"
43,"blue-collar","divorced","primary",328,"no","yes",8,"jul",192,0,"unknown","no"
34,"housemaid","married","tertiary",0,"no","no",26,"may",141,1,"failure","no"
51,"self-employed","married","primary",307,"yes","yes",17,"jun",65,0,"unknown","no"
31,"management","married","tertiary",1384,"yes","no",30,"jan",203,3,"other","no"
32,"management","married","tertiary",0,"no","no",26,"aug",104,0,"unknown","no"
53,"technician","married","secondary",719,"yes","no",14,"may",230,0,"unknown","no"
44,"management","divorced","tertiary",0,"no","no",10,"aug",71,0,"unknown","no"
38,"entrepreneur","married","tertiary",6704,"yes","no",21,"may",205,0,"unknown","no"
47,"self-employed","married","tertiary",4543,"yes","no",14,"may",162,0,"unknown","no"
36,"management","married","tertiary",0,"yes","no",27,"may",145,0,"unknown","no"
30,"management","single","tertiary",149,"yes","no",3,"jun",220,0,"unknown","no"
46,"blue-collar","married","secondary",-1400,"yes","no",6,"may",309,4,"failure","no"
33,"entrepreneur","married","secondary",-118,"yes","yes",27,"may",421,0,"unknown","no"
43,"blue-collar","married","secondary",2160,"no","no",8,"sep",261,1,"success","yes"
38,"management","married","tertiary",3452,"no","no",13,"aug",132,0,"unknown","no"
27,"technician","single","secondary",842,"no","no",30,"jul",273,1,"other","no"
38,"management","married","unknown",3576,"no","no",25,"nov",349,1,"success","yes"
41,"unemployed","married","tertiary",1666,"no","no",9,"jun",291,0,"unknown","no"
29,"technician","married","secondary",0,"yes","no",28,"jul",83,0,"unknown","no"
39,"services","married","secondary",0,"yes","no",20,"may",793,0,"unknown","no"
42,"blue-collar","single","primary",1628,"yes","no",5,"feb",119,8,"success","no"
47,"services","married","secondary",51,"yes","yes",16,"may",312,0,"unknown","no"
30,"blue-collar","single","secondary",447,"no","no",14,"may",103,0,"unknown","no"
34,"admin.","married","secondary",396,"yes","no",16,"jul",101,0,"unknown","no"
45,"housemaid","married","primary",4994,"no","no",20,"jun",48,0,"unknown","no"
43,"admin.","married","secondary",3215,"yes","no",21,"jul",228,0,"unknown","no"
59,"blue-collar","married","primary",2814,"no","no",20,"jun",81,0,"unknown","no"
50,"technician","married","secondary",0,"no","no",7,"jul",152,0,"unknown","no"
39,"blue-collar","married","secondary",293,"yes","no",23,"may",160,0,"unknown","no"
36,"technician","married","secondary",474,"yes","no",27,"may",59,0,"unknown","no"
44,"blue-collar","married","secondary",16178,"yes","no",21,"nov",297,0,"unknown","no"
36,"technician","married","tertiary",0,"no","no",22,"aug",147,0,"unknown","no"
27,"management","single","tertiary",88,"no","no",4,"may",143,0,"unknown","no"
29,"services","married","secondary",308,"yes","no",28,"may",75,0,"unknown","no"
70,"retired","married","secondary",1164,"no","no",14,"may",338,2,"failure","no"
44,"management","married","tertiary",13893,"no","no",11,"jun",29,0,"unknown","no"
55,"management","married","tertiary",0,"yes","no",14,"may",159,0,"unknown","no"
36,"technician","divorced","secondary",-435,"yes","no",2,"jun",85,0,"unknown","no"
28,"technician","single","secondary",389,"yes","no",11,"may",15,0,"unknown","no"
50,"management","divorced","tertiary",356,"no","no",8,"may",198,5,"other","no"
49,"technician","married","secondary",2718,"no","no",19,"may",114,0,"unknown","no"
71,"retired","divorced","tertiary",261,"no","no",12,"aug",1117,0,"unknown","no"
31,"admin.","single","secondary",757,"no","no",3,"feb",343,0,"unknown","no"
45,"management","single","tertiary",16,"no","no",31,"jul",59,0,"unknown","no"
42,"blue-collar","married","secondary",-422,"no","no",9,"jul",31,0,"unknown","no"
45,"admin.","married","secondary",248,"no","no",16,"jul",212,0,"unknown","no"
47,"technician","married","primary",145,"yes","no",7,"may",157,0,"unknown","no"
60,"retired","divorced","secondary",598,"no","yes",8,"jul",96,0,"unknown","no"
35,"management","married","tertiary",949,"yes","no",27,"may",245,0,"unknown","no"
31,"technician","single","tertiary",614,"no","no",11,"aug",72,0,"unknown","no"
33,"blue-collar","married","primary",1209,"yes","no",16,"apr",700,0,"unknown","no"
50,"self-employed","married","tertiary",202,"yes","no",15,"apr",107,4,"failure","no"
51,"blue-collar","married","secondary",1840,"yes","no",18,"aug",312,0,"unknown","no"
34,"technician","married","secondary",114,"yes","yes",4,"jun",153,3,"other","no"
56,"services","married","secondary",-229,"no","yes",23,"jul",55,0,"unknown","no"
29,"services","married","secondary",182,"yes","no",13,"may",38,0,"unknown","no"
31,"blue-collar","married","secondary",401,"no","no",14,"aug",96,0,"unknown","no"
44,"technician","divorced","unknown",759,"yes","no",23,"may",397,0,"unknown","no"
55,"retired","married","secondary",4194,"no","yes",30,"jul",208,0,"unknown","no"
35,"student","single","unknown",0,"no","no",28,"jan",122,0,"unknown","no"
36,"technician","married","tertiary",629,"yes","yes",29,"dec",109,1,"failure","no"
54,"retired","married","secondary",153,"yes","yes",26,"may",74,0,"unknown","no"
32,"management","married","tertiary",553,"yes","no",22,"jul",72,0,"unknown","no"
36,"management","divorced","tertiary",1057,"no","no",5,"feb",383,0,"unknown","no"
60,"retired","married","secondary",78,"yes","no",12,"may",113,0,"unknown","no"
32,"technician","single","secondary",-28,"no","yes",4,"jul",400,0,"unknown","no"
57,"management","married","tertiary",929,"no","no",19,"aug",387,0,"unknown","no"
34,"blue-collar","married","primary",428,"yes","no",18,"may",59,0,"unknown","no"
27,"student","single","secondary",268,"yes","no",13,"may",528,2,"failure","no"
52,"management","single","tertiary",83,"no","no",26,"aug",1223,0,"unknown","yes"
45,"admin.","divorced","unknown",998,"yes","no",30,"jul",38,0,"unknown","no"
58,"admin.","single","secondary",2223,"no","no",4,"dec",1139,1,"success","no"
39,"blue-collar","single","primary",6,"yes","no",19,"nov",286,0,"unknown","no"
48,"blue-collar","single","secondary",312,"yes","yes",3,"feb",369,0,"unknown","no"
36,"management","single","secondary",0,"no","no",13,"aug",333,0,"unknown","no"
31,"technician","single","secondary",691,"yes","no",8,"may",198,0,"unknown","no"
41,"management","married","tertiary",771,"yes","no",26,"aug",106,0,"unknown","no"
30,"self-employed","single","secondary",192,"no","no",22,"jul",423,0,"unknown","no"
57,"retired","married","tertiary",0,"no","no",12,"aug",116,0,"unknown","no"
29,"admin.","single","secondary",1070,"yes","no",19,"may",30,1,"other","yes"
29,"services","divorced","secondary",84,"yes","no",13,"apr",1101,0,"unknown","yes"
30,"management","single","tertiary",2,"no","no",16,"jun",102,1,"failure","no"
44,"management","married","tertiary",1242,"yes","no",6,"aug",384,0,"unknown","no"
33,"student","single","unknown",5969,"no","no",4,"sep",156,8,"failure","no"
56,"admin.","divorced","secondary",3337,"yes","no",17,"nov",99,0,"unknown","no"
26,"services","single","secondary",1347,"no","no",18,"jun",280,5,"other","yes"
52,"technician","married","secondary",64,"no","no",29,"aug",20,0,"unknown","no"
32,"management","single","secondary",249,"yes","no",2,"jun",258,0,"unknown","no"
36,"technician","single","secondary",0,"no","no",29,"aug",85,0,"unknown","no"
26,"blue-collar","married","secondary",128,"no","no",4,"jul",355,0,"unknown","no"
37,"blue-collar","married","secondary",196,"yes","no",5,"jun",66,0,"unknown","no"
34,"technician","married","secondary",351,"yes","no",18,"jul",467,0,"unknown","no"
26,"services","single","secondary",5533,"yes","no",7,"may",582,4,"failure","no"
32,"services","married","secondary",38,"yes","no",15,"may",744,0,"unknown","yes"
30,"management","single","tertiary",35,"no","no",30,"jul",185,0,"unknown","no"
27,"technician","single","secondary",235,"yes","no",12,"may",13,0,"unknown","no"
42,"admin.","single","secondary",30,"yes","no",4,"feb",98,3,"failure","no"
33,"blue-collar","single","primary",92,"yes","no",9,"may",127,0,"unknown","no"
37,"blue-collar","married","secondary",67,"no","no",3,"jun",45,0,"unknown","no"
45,"blue-collar","married","secondary",4022,"yes","no",29,"jan",244,0,"unknown","no"
36,"entrepreneur","married","tertiary",3057,"no","no",16,"jun",2769,0,"unknown","yes"
39,"management","single","tertiary",0,"yes","no",12,"may",561,3,"failure","no"
33,"management","single","tertiary",349,"no","no",22,"aug",182,0,"unknown","no"
47,"services","married","secondary",2322,"no","no",22,"aug",618,0,"unknown","no"
49,"entrepreneur","married","secondary",167,"yes","yes",6,"may",198,0,"unknown","no"
46,"management","divorced","secondary",558,"no","no",19,"aug",126,0,"unknown","no"
31,"services","married","secondary",-230,"yes","yes",16,"jul",715,0,"unknown","no"
43,"unemployed","divorced","secondary",4094,"yes","no",21,"nov",63,0,"unknown","no"
30,"blue-collar","single","secondary",239,"yes","no",21,"may",412,0,"unknown","yes"
43,"management","divorced","tertiary",497,"no","no",13,"may",66,22,"failure","no"
42,"blue-collar","married","secondary",179,"yes","no",17,"nov",96,0,"unknown","no"
30,"admin.","single","tertiary",305,"no","no",30,"apr",633,2,"success","yes"
33,"management","single","tertiary",-67,"yes","no",5,"may",364,0,"unknown","no"
41,"admin.","married","secondary",4539,"no","no",30,"may",298,0,"unknown","no"
29,"blue-collar","single","secondary",770,"yes","no",17,"apr",341,0,"unknown","no"
38,"unemployed","married","secondary",-673,"yes","no",26,"may",364,0,"unknown","no"
29,"technician","married","tertiary",858,"yes","no",12,"jun",234,1,"failure","no"
80,"housemaid","married","primary",0,"no","no",23,"feb",639,1,"failure","yes"
38,"management","single","tertiary",5244,"no","no",8,"aug",310,0,"unknown","no"
36,"blue-collar","divorced","primary",117,"yes","no",2,"jun",123,0,"unknown","no"
38,"self-employed","married","tertiary",846,"no","no",2,"jun",253,0,"unknown","no"
44,"management","married","secondary",0,"yes","no",11,"jul",96,0,"unknown","no"
31,"management","married","tertiary",1331,"no","no",30,"apr",297,3,"success","yes"
31,"services","single","secondary",31,"yes","yes",26,"may",501,0,"unknown","no"
57,"admin.","divorced","primary",179,"yes","no",15,"may",67,2,"failure","no"
37,"blue-collar","married","primary",543,"yes","no",21,"may",281,0,"unknown","no"
50,"blue-collar","married","secondary",253,"yes","yes",5,"may",475,0,"unknown","no"
60,"retired","married","primary",71188,"no","no",6,"oct",205,0,"unknown","no"
51,"management","married","tertiary",5108,"yes","no",8,"oct",272,8,"other","no"
48,"blue-collar","married","secondary",1738,"yes","no",15,"apr",349,0,"unknown","no"
42,"blue-collar","married","primary",-97,"yes","no",3,"feb",216,5,"failure","no"
36,"blue-collar","married","secondary",199,"yes","no",9,"jul",183,0,"unknown","no"
43,"management","married","tertiary",489,"yes","no",8,"may",130,2,"other","no"
31,"admin.","married","primary",355,"yes","yes",4,"jun",61,0,"unknown","no"
49,"technician","single","secondary",-97,"yes","no",6,"jun",92,0,"unknown","no"
35,"management","divorced","tertiary",473,"no","yes",5,"aug",37,0,"unknown","no"
44,"entrepreneur","married","secondary",6649,"yes","no",19,"nov",354,0,"unknown","no"
34,"self-employed","married","tertiary",263,"no","no",4,"may",203,8,"other","no"
46,"blue-collar","married","secondary",781,"no","no",13,"may",152,0,"unknown","no"
49,"blue-collar","married","primary",1032,"yes","no",2,"jun",41,0,"unknown","no"
32,"blue-collar","married","secondary",119,"no","no",4,"may",20,0,"unknown","no"
35,"management","divorced","tertiary",434,"yes","no",11,"may",277,2,"success","no"
51,"admin.","married","secondary",2967,"no","no",17,"jun",83,0,"unknown","no"
57,"retired","divorced","secondary",-331,"yes","no",6,"may",531,0,"unknown","no"
59,"management","married","tertiary",1585,"no","no",28,"aug",91,0,"unknown","no"
40,"services","divorced","unknown",4384,"yes","no",5,"may",315,0,"unknown","no"
49,"management","single","tertiary",588,"no","no",28,"aug",70,0,"unknown","no"
51,"management","married","secondary",3180,"yes","no",9,"jul",384,0,"unknown","no"
35,"admin.","married","secondary",0,"no","yes",4,"jul",105,0,"unknown","no"
29,"self-employed","married","secondary",-76,"yes","no",27,"may",305,0,"unknown","no"
32,"services","single","secondary",152,"yes","no",25,"may",158,0,"unknown","yes"
37,"housemaid","divorced","secondary",1040,"yes","no",13,"may",199,2,"failure","no"
49,"unemployed","married","primary",-384,"yes","no",27,"may",25,0,"unknown","no"
45,"technician","married","unknown",473,"yes","no",27,"may",147,0,"unknown","no"
34,"technician","single","secondary",475,"yes","no",29,"jul",538,0,"unknown","no"
53,"technician","married","secondary",0,"no","no",22,"aug",77,0,"unknown","no"
42,"entrepreneur","married","primary",149,"no","no",20,"aug",94,0,"unknown","no"
43,"technician","married","secondary",3285,"yes","no",13,"may",1721,0,"unknown","yes"
52,"retired","married","secondary",424,"no","no",19,"nov",143,3,"failure","no"
34,"blue-collar","single","secondary",79,"no","yes",20,"nov",104,0,"unknown","no"
34,"technician","divorced","tertiary",674,"yes","no",7,"aug",587,0,"unknown","yes"
27,"services","married","secondary",0,"yes","no",22,"jul",1608,0,"unknown","yes"
43,"unemployed","married","tertiary",58,"yes","no",9,"feb",48,0,"unknown","no"
41,"technician","married","tertiary",532,"yes","no",9,"jul",74,0,"unknown","no"
72,"retired","married","secondary",4130,"no","no",12,"nov",427,0,"unknown","no"
35,"blue-collar","married","primary",422,"yes","no",14,"may",73,0,"unknown","no"
41,"management","married","tertiary",437,"yes","no",3,"jun",14,0,"unknown","no"
36,"blue-collar","divorced","primary",-308,"yes","no",12,"may",725,0,"unknown","yes"
51,"housemaid","married","primary",30,"yes","no",14,"jul",333,0,"unknown","no"
37,"self-employed","married","tertiary",137,"no","no",13,"aug",244,0,"unknown","no"
42,"admin.","single","secondary",-247,"yes","yes",21,"oct",519,1,"other","yes"
26,"admin.","single","secondary",321,"yes","no",22,"jul",242,0,"unknown","no"
23,"services","single","secondary",250,"yes","no",18,"may",222,0,"unknown","no"
50,"management","married","tertiary",-470,"yes","no",19,"nov",130,1,"failure","no"
37,"blue-collar","married","secondary",140,"yes","yes",7,"may",490,0,"unknown","no"
35,"management","married","tertiary",2793,"no","no",20,"nov",258,0,"unknown","no"
37,"management","married","tertiary",410,"no","no",29,"jan",337,0,"unknown","no"
79,"retired","divorced","unknown",2628,"no","no",8,"jul",220,2,"failure","no"
39,"technician","married","secondary",116,"no","no",24,"aug",79,2,"success","no"
47,"services","married","secondary",0,"yes","no",9,"jul",250,0,"unknown","no"
44,"blue-collar","married","secondary",878,"yes","no",2,"jun",130,0,"unknown","no"
36,"management","single","tertiary",2944,"no","no",18,"aug",882,0,"unknown","yes"
33,"blue-collar","single","secondary",3975,"yes","yes",17,"apr",515,1,"other","no"
42,"services","married","secondary",96,"yes","no",5,"may",238,2,"failure","no"
35,"technician","single","tertiary",2288,"no","no",28,"may",32,0,"unknown","no"
31,"blue-collar","married","secondary",472,"yes","no",13,"may",907,0,"unknown","no"
58,"services","married","primary",65,"no","no",27,"jun",162,0,"unknown","no"
46,"management","married","tertiary",0,"no","no",7,"may",70,0,"unknown","no"
41,"admin.","single","secondary",400,"yes","no",4,"jun",99,0,"unknown","no"
58,"technician","married","secondary",7495,"yes","no",13,"may",325,0,"unknown","no"
